ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,BMI
538,Jernej Abrami,M,31,175,70,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",,22.857142857142858
549,Alen Abramovi,M,29,180,72,Croatia,CRO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,,22.22222222222222
549,Alen Abramovi,M,29,180,72,Croatia,CRO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,,22.22222222222222
707,Urban Acman,M,24,180,83,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,25.61728395061728
1116,Eldijana Dana Aganovi (-Bentsen),F,24,173,59,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,,19.713321527615356
1116,Eldijana Dana Aganovi (-Bentsen),F,28,173,59,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,,19.713321527615356
1116,Eldijana Dana Aganovi (-Bentsen),F,28,173,59,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,,19.713321527615356
1555,Geard Ajetovi,M,19,170,67,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Welterweight,,23.18339100346021
2256,Vladan Alanovi,M,25,190,81,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver,22.437673130193907
2256,Vladan Alanovi,M,29,190,81,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,,22.437673130193907
2516,Aleksandar Aleksi,M,20,188,89,Serbia,SRB,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",,25.18107741059303
2517,Milan Aleksi,M,26,193,96,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze,25.77250395983785
2517,Milan Aleksi,M,30,193,96,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold,25.77250395983785
2726,Hamza Ali,M,29,186,130,Bosnia and Herzegovina,BIH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,37.57659845068794
2726,Hamza Ali,M,37,186,130,Bosnia and Herzegovina,BIH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,37.57659845068794
2739,Mirko Alilovi,M,22,200,110,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,,27.5
2739,Mirko Alilovi,M,26,200,110,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze,27.5
3659,Mario Ani,M,16,195,84,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,,22.090729783037478
3659,Mario Ani,M,20,195,84,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Singles,,22.090729783037478
3659,Mario Ani,M,20,195,84,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze,22.090729783037478
4368,Franka Ani,F,21,181,67,Slovenia,SLO,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Welterweight,,20.45114617990904
4637,Marija Anzulovi,F,31,178,65,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,,20.515086478979924
4846,Mate Arapov,M,24,181,84,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,,25.640242971826257
4846,Mate Arapov,M,28,181,84,Croatia,CRO,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed One Person Dinghy,,25.640242971826257
4847,Franjo Arapovi,M,27,211,120,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver,26.953572471417985
5346,Andrea Arsovi,F,25,165,61,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",,22.4058769513315
5346,Andrea Arsovi,F,25,165,61,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,22.4058769513315
5346,Andrea Arsovi,F,29,165,61,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",,22.4058769513315
5346,Andrea Arsovi,F,29,165,61,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,22.4058769513315
5406,Zorana Arunovi,F,25,168,90,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",,31.88775510204082
5406,Zorana Arunovi,F,25,168,90,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",,31.88775510204082
5406,Zorana Arunovi,F,29,168,90,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",,31.88775510204082
5406,Zorana Arunovi,F,29,168,90,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",,31.88775510204082
5747,Aleksandar Atanasijevi,M,20,201,84,Serbia,SRB,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,,20.79156456523354
5807,Damir Atikovi,M,25,,,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,,
6069,Vule Avdalovi,M,22,194,85,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,,22.584759273036454
6453,Bekim Babi,M,19,,,Bosnia and Herzegovina,BIH,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,,
6453,Bekim Babi,M,19,,,Bosnia and Herzegovina,BIH,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,,
6455,Lavra Babi,F,17,170,57,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,,19.723183391003463
6456,Luka Babi,M,24,202,94,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,,23.03695716106264
6478,Monika Babok,F,16,176,65,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,,20.983987603305785
6485,Nenad Babovi,M,28,186,74,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,,21.389756041160826
6974,Danijel Bajlo,M,23,,,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,,
7004,Frano Bakari,M,23,184,74,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,21.85727788279773
7105,Andrea Bakula,F,19,181,70,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,,21.36686914318855
7105,Andrea Bakula,F,26,181,70,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,,21.36686914318855
7105,Andrea Bakula,F,26,181,70,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,,21.36686914318855
7253,Ivano Bali,M,25,190,96,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold,26.59279778393352
7253,Ivano Bali,M,29,190,96,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,,26.59279778393352
7253,Ivano Bali,M,33,190,96,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze,26.59279778393352
7493,Tettey-Sowah Banfro,M,31,190,93,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,,25.761772853185597
7527,Marko Bani,M,29,204,104,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,,24.99038831218762
7575,Marko Banovi,M,25,,,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,,
7575,Marko Banovi,M,29,,,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,,
7576,Petra Banovi (-Santos),F,20,178,61,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,,19.252619618735007
7576,Petra Banovi (-Santos),F,20,178,61,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,,19.252619618735007
7576,Petra Banovi (-Santos),F,24,178,61,Croatia,CRO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,,19.252619618735007
7576,Petra Banovi (-Santos),F,24,178,61,Croatia,CRO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,,19.252619618735007
7627,Samir Bara,M,26,188,95,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,,26.87867813490267
7627,Samir Bara,M,30,188,95,Croatia,CRO,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,,26.87867813490267
7627,Samir Bara,M,34,188,95,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,,26.87867813490267
7627,Samir Bara,M,38,188,95,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold,26.87867813490267
7628,Stanko Bara,M,21,217,110,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,,23.360020386926884
7874,Sonja Barjaktarovi,F,25,180,74,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver,22.839506172839506
7874,Sonja Barjaktarovi,F,29,180,74,Montenegro,MNE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,,22.839506172839506
8401,Marko Baa,M,21,190,80,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,,22.1606648199446
8446,Mirza Bai,M,25,188,87,Bosnia and Herzegovina,BIH,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,,24.615210502489816
8447,Sonja Bai,F,24,182,77,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,,23.24598478444632
8448,Tomislav Bai,M,29,177,65,Croatia,CRO,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy,,20.747550193111813
8529,Polona Batagelj,F,23,173,53,Slovenia,SLO,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",,17.70857696548498
8529,Polona Batagelj,F,27,173,53,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",,17.70857696548498
8559,Vladimir Batez,M,26,192,85,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze,23.057725694444446
8559,Vladimir Batez,M,31,192,85,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold,23.057725694444446
8661,Martin Bau,M,21,182,74,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",,22.34029706557179
8709,Klemen Bauer,M,20,183,72,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,,21.49959688255845
8709,Klemen Bauer,M,20,183,72,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,,21.49959688255845
8709,Klemen Bauer,M,20,183,72,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,,21.49959688255845
8709,Klemen Bauer,M,24,183,72,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,,21.49959688255845
8709,Klemen Bauer,M,24,183,72,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,,21.49959688255845
8709,Klemen Bauer,M,24,183,72,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,,21.49959688255845
8709,Klemen Bauer,M,24,183,72,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,,21.49959688255845
8709,Klemen Bauer,M,24,183,72,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,,21.49959688255845
8709,Klemen Bauer,M,28,183,72,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,,21.49959688255845
8709,Klemen Bauer,M,28,183,72,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,,21.49959688255845
8709,Klemen Bauer,M,28,183,72,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,,21.49959688255845
8709,Klemen Bauer,M,28,183,72,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,,21.49959688255845
9159,Enis Beirbegovi,M,17,181,90,Bosnia and Herzegovina,BIH,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,27.471688898385274
9159,Enis Beirbegovi,M,21,181,90,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Downhill,,27.471688898385274
9159,Enis Beirbegovi,M,21,181,90,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Super G,,27.471688898385274
9159,Enis Beirbegovi,M,21,181,90,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,27.471688898385274
9159,Enis Beirbegovi,M,25,181,90,Bosnia and Herzegovina,BIH,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,27.471688898385274
9286,Branko Bedekovi,M,27,199,97,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,,24.494330951238602
9312,Nina Bednarik,F,23,160,61,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Women's Moguls,,23.828124999999996
9312,Nina Bednarik,F,27,160,61,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Moguls,,23.828124999999996
9378,Vera Begi,F,22,169,70,Croatia,CRO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Discus Throw,,24.508945765204302
9378,Vera Begi,F,26,169,70,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,,24.508945765204302
9512,Emir Bekri,M,21,195,88,Serbia,SRB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,23.14266929651545
9537,Teja Belak,F,22,157,48,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,,19.473406629072173
9614,Bojan Beljanski,M,26,200,105,Serbia,SRB,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,,26.25
10021,Maja Benedii,F,24,172,60,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,20.281233098972418
10021,Maja Benedii,F,24,172,60,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,,20.281233098972418
10021,Maja Benedii,F,24,172,60,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,,20.281233098972418
10021,Maja Benedii,F,24,172,60,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,,20.281233098972418
10139,Rok Benkovi,M,19,181,62,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,18.924941241109856
10139,Rok Benkovi,M,19,181,62,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",,18.924941241109856
10139,Rok Benkovi,M,19,181,62,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",,18.924941241109856
10354,Igor Bereti,M,23,186,79,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,,22.835009827725745
10415,Klemen Bergant,M,25,,,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,,
10589,Miroslav Beri,M,23,198,92,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver,23.46699316396286
10632,Gaper Berlot,M,19,184,70,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",,20.6758034026465
10632,Gaper Berlot,M,19,184,70,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",,20.6758034026465
10632,Gaper Berlot,M,23,184,70,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",,20.6758034026465
10632,Gaper Berlot,M,23,184,70,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",,20.6758034026465
11158,Ura Bean,F,18,180,68,Slovenia,SLO,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,,20.98765432098765
11167,Marko Bezjak,M,30,184,87,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,,25.697069943289225
11184,Nenad Beik,M,23,202,96,Serbia,SRB,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,,23.5271051857661
11184,Nenad Beik,M,27,202,96,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,,23.5271051857661
11299,Damir Biani,M,27,194,95,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze,25.241789775746625
11451,Marko Bija,M,25,201,85,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver,21.03908319101013
11458,Alenka Bikar,F,22,162,55,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 200 metres,,20.957171162932475
11458,Alenka Bikar,F,26,162,55,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres,,20.957171162932475
11458,Alenka Bikar,F,30,162,55,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,,20.957171162932475
11465,Neboja Biki,M,25,200,90,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,,22.5
11475,Borut Bila,M,27,183,77,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,22.99262444384723
11476,Britta Bila (Vrs-),F,23,181,61,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's High Jump,,18.619700253350018
11476,Britta Bila (Vrs-),F,27,181,61,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,,18.619700253350018
11481,Miro Bilan,M,27,213,121,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,,26.670193303797753
11592,Aranka Binder,F,30,163,47,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Air Rifle, 10 metres",,17.68978885166924
11592,Aranka Binder,F,30,163,47,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,17.68978885166924
11592,Aranka Binder,F,34,163,47,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",,17.68978885166924
11592,Aranka Binder,F,34,163,47,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,17.68978885166924
11640,Ismar Biogradli,M,23,178,72,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,,22.724403484408533
11656,Stefan Birevi,M,26,210,104,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver,23.582766439909296
11773,Milan Bievac,M,20,185,80,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,,23.37472607742878
11801,Tahir Bisi,M,20,190,105,Bosnia and Herzegovina,BIH,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,29.085872576177287
11801,Tahir Bisi,M,20,190,105,Bosnia and Herzegovina,BIH,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,,29.085872576177287
11801,Tahir Bisi,M,20,190,105,Bosnia and Herzegovina,BIH,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined,,29.085872576177287
11888,Novica Bjelica,M,25,202,97,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,,23.772179198117833
12040,Jelena Blagojevi,F,23,181,70,Serbia,SRB,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,,21.36686914318855
12042,Bla Blagotinek,M,22,202,108,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,,26.467993333986865
12616,Dejan Bodiroga,M,23,205,110,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver,26.17489589530042
12616,Dejan Bodiroga,M,27,205,110,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,,26.17489589530042
12616,Dejan Bodiroga,M,31,205,110,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,,26.17489589530042
12738,Bogdan Bogdanovi,M,23,197,99,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver,25.509546754618775
12739,Bojan Bogdanovi,M,27,200,103,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,,25.75
12740,Tijana Bogdanovi,F,18,172,52,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Silver,17.577068685776098
12900,Dejan Bojovi,M,25,198,86,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,,21.93653708805224
12905,Nataa Bokal,F,24,172,68,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,,22.985397512168742
12905,Nataa Bokal,F,24,172,68,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,22.985397512168742
12905,Nataa Bokal,F,24,172,68,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Slalom,,22.985397512168742
12905,Nataa Bokal,F,24,172,68,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Combined,,22.985397512168742
12905,Nataa Bokal,F,30,172,68,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,22.985397512168742
12905,Nataa Bokal,F,30,172,68,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,,22.985397512168742
12905,Nataa Bokal,F,34,172,68,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,,22.985397512168742
12959,Grega Bole,M,26,177,70,Slovenia,SLO,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",,22.34351559258195
13055,Dean Bomba,M,27,189,94,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,,26.315052770079227
13111,Valter Bona,M,24,172,63,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",,21.29529475392104
13388,Arijana Boras,F,17,170,61,Bosnia and Herzegovina,BIH,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Slalom,,21.107266435986162
13388,Arijana Boras,F,21,170,61,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,,21.107266435986162
13388,Arijana Boras,F,21,170,61,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,21.107266435986162
13389,Igor Boras,M,26,,,Bosnia and Herzegovina,BIH,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,,
13391,Igor Boraska,M,25,190,94,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,,26.038781163434905
13391,Igor Boraska,M,29,190,94,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze,26.038781163434905
13391,Igor Boraska,M,33,190,94,Croatia,CRO,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,,26.038781163434905
13598,Tamara Boro,F,24,171,63,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Singles,,21.545090797168363
13598,Tamara Boro,F,24,171,63,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,,21.545090797168363
13598,Tamara Boro,F,28,171,63,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,,21.545090797168363
13598,Tamara Boro,F,28,171,63,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,,21.545090797168363
13598,Tamara Boro,F,32,171,63,Croatia,CRO,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,,21.545090797168363
13598,Tamara Boro,F,32,171,63,Croatia,CRO,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,,21.545090797168363
